Age,Cause,Date,Employed at,Employeed (Y/N),Fatalities,Gender,Incident Area,Injured,Latitude,Location,Longitude,Mental Health Issues,Open/Close Location,Policeman Killed,Race,State,Summary,Target,Title,Total victims
39,revenge,1988-02-16,,0.0,7,Male,ESL in Sunnyvale,4,37.38344257,"Sunnyvale, California",-122.02561850000001,Yes,Open+Close,0.0,White American or European American,California,"On February 16, 1988, a 39-year-old man arrived at his former workplace, ESL in Sunnyvale, California, and began shooting his ex-coworkers in the parking lot. After shooting through the security mechanisms on the doors of the facility, he opened fire on office equipment and employees, including a female colleague that issued a restraining order against the shooter about a week prior. The incident ended with seven fatalities and four injuries, the female coworker among the injured.",Ex-Coworkers,Electromagnetic Systems Laboratory (ESL),11
"15,16",frustration,1988-02-11,,,1,Male,School,2,27.84887061,"Pinellas Park, Florida",-82.71058000000002,No,Close,0.0,White American or European American,Florida,"On February 11, 1988, two students age 15 and 16 were confronted by school personnel regarding firearms they had stolen and carried on campus. The shooting began after the staff attempted to physically restrain the students, and ended with an assistant principal killed and two others injured.",,Pinellas Park High School,3
59,psycho,1987-04-23,,,6,Male,,14,27.98388983,"Palm Bay, Florida",-80.66662713,Yes,Open,0.0,White American or European American,Florida,"On April 23, 1987, a 59-year-old retired librarian in Palm Bay, Florida began a shooting spree in his neighborhood, where he shot and injured several of his neighbors. He continued the shooting at two local shopping centers, killing a total of four civilians and two police officers, and injuring nine others.",random,Palm Bay Shopping Centers,20
14,failing exams,1986-12-04,,,1,Male,Fergus County High School,3,47.03740653,"Lewistown, Montana",-109.4844918,Yes,Close,0.0,White American or European American,Montana,"On December 4, 1986, a 14-year-old student at Fergus County High School in Lewistown, Montana, disgruntled with his grades, fatally shot a teacher and wounded a vice principal and two students as he fled. He was arrested at his home an hour later.",Teachers,Fergus County High School,4
44,,1986-08-20,Post Office,1.0,15,Male,"Edmond, Oklahoma",6,35.66889223,"Edmond, Oklahoma",-97.41438792,Yes,Close,0.0,White American or European American,Oklahoma,"On August 20, 1986, a 44-year-old postal worker in Edmond, Oklahoma opened fire on his supervisors and coworkers at the post office in which he worked. He killed fourteen postal employees and wounded six others before committing suicide.",Coworkers,"Post office in Edmond, Oklahoma",20
29,revenge,1986-08-12,,,1,Male,New York Technical College in Brooklyn,4,40.679276,"Brooklyn, New York",-73.939513,Yes,Close,0.0,Black American or African American,New York,"On August 12, 1986, a 29-year civil technology student  at New York Technical College in Brooklyn went to the school thinking his supervisor was the reason he had not received his financial aid. He killed the supervisor and wounded four other people. He was later arrested by the police.",Teachers,New York Technical College,5
30,anger,1985-03-06,Atlanta Post Office,1.0,2,Male,Atlanta Post Office,1,33.7629969,"Atlanta, Georgia",-84.4231328,Yes,Close,0.0,Black American or African American,Georgia,"On March 6, 1985, a 30-year-old employee at the Atlanta Post Office, opened fire in the mail sorting area killing two of his coworkers and wounding a third one before he was subdue by other postal workers.",Coworkers,Atlanta Post Office,3
14,,1985-01-21,,,1,Male,Goddard Junior High School,3,37.67129418,"Goddard, Kansas",-97.55070476,Yes,Close,0.0,White American or European American,Kansas,"On January 21, 1985, a 14-year-old student entered Goddard Junior High School in Goddard, Kansas. The student killed the principal and injured two teachers and another student. He was arrested 90 minutes later by a policeman in a field just south of Goddard.",Students+Teachers,Goddard Junior High School,4
41,psycho,1984-07-18,,0.0,22,Male,McDonald's restaurant in San Ysidro,19,32.555556,"San Ysidro, California",-117.047656,Yes,Close,0.0,White American or European American,California,"On July 18, 1984, a 41-year-old unemployed man, walked into a McDonald's restaurant in San Ysidro, California, killing twenty-one people and injuring nineteen others. The shooter was killed at the scene by a SWAT team sniper perched on the roof next door.",random,McDonald's restaurant in San Ysidro,40
39,revenge,1984-06-29,,,6,Male,lanni's dance club,1,32.79480596,"Dallas, Texas",-96.76631094,Yes,Close,0.0,White American or European American,Texas,"On June 29, 1984, a 39-year-old man who was rejected by a dance partner at Ianni's Dance Club in Dallas, Texas, left the club and returned with a semiautomatic pistol killing the woman and five other patrons and seriously wounded a seventh person. ",random,Ianni's Club in Dallas,7
28,terrorism,1984-02-24,,,3,Male,,12,34.17622092,"Los Angeles, California",-118.53995420000001,Yes,Open,0.0,Black American or African American,California,"On February 24, a 28-year-old man began shooting at children and staff leaving 49th Street Elementary School in South Central Los Angeles in California. The gunman positioned himself in a room on the second story of his home and killed two people and wounded twelve others.",Children,49th Street Elementary School,14
55,anger,1983-08-19,,0.0,1,Male,Johnston Post Office,3,33.83272887,"Johnston, South Carolina",-81.8051584,Yes,Close,0.0,White American or European American,South Carolina,"On August 19, 1983, a 55-year-old former postal worker went into the Johnston Post Office in South Carolina three months after he had resigned. He killed the local postmaster and wounded three others. It was the last day at work for the postmaster.",postmaster,Johnston Post Office,4
23,terrorism,1983-02-18,,,13,Male,Wah Mee Gambling Club,1,47.62199575,"Seattle, Washington",-122.323646,Unknown,Close,0.0,Asian American,Washington,"On February 18, 1983, three man between the ages of 22 and 24 entered the Wah Mee gambling club in Seattle, Washington, shooting fourteen people. Thirteen victims lost their lives, but one survived to testify.",random,Wah Mee Club in Seattle,14
51,psycho,1982-08-20,,,9,Male,,3,25.79653943,"Miami, Florida",-80.20840397,Yes,Close,0.0,White American or European American,Florida,"On August 20, 1982, a 51-year-old teacher on psychiatric leave opened fire inside a welding shop in Miami, Florida killing eight employees and wounding another three. The shooter was later shot and run down by two witnesses while he was cycling away from the crime scene.",welding shop employees,Welding shop in Miami,11
17,,1982-03-19,,,1,Male,Valley High School,2,36.18931923,"Las Vegas, Nevada",-115.3264875,Yes,Close,0.0,White American or European American,Nevada,"On March 19, 1982, a 17-year-old student walked into Valley High School in Las Vegas, Nevada. The shooter shot and killed a teacher and injured two students.",Students+Teachers,Valley High School,3
19,,1979-10-06,,,2,Male,fraternity house party,5,34.05098834,"Columbia, South Carolina",-80.82077527,Unknown,Close,0.0,Black American or African American,South Carolina,"On October 6, 1979, a 19-year-old student at University of South Carolina opened fire at a homecoming weekend fraternity party, killing two students and wounding five others.",Students,University of South Carolina,7
16,terrorism,1979-01-29,,,2,Female,,9,32.86357277,"San Diego, California",-117.1281628,Yes,Open,0.0,White American or European American,California,"On January 29, 1979, a 16-year-old opened fire at children waiting to enter Grover Cleveland Elementary School. The shooter put herself by a window in her home and began shooting across the street while the children were waiting outside for the principal to open the gate.  The principal and a custodian were killed and eight children and a police officer were injured.",Children,Grover Cleveland Elementary School,11
37,terrorism,1976-07-12,California State University,1.0,7,Male,California State University,2,33.88404244,"Fullerton, California",-117.92785,Yes,Close,0.0,White American or European American,California,"On July 12, 1976, a 37-year-old custodian at California State University in Fullerton open fired in the library's first-floor lobby and at the building's Instructional Media Center killing seven people and wounding two others. ",random,Cal State Fullerton,9
18,anger,1976-02-19,,,1,Male,Los Angeles Computer School,7,34.17622092,"Los Angeles, California",-118.53995420000001,Unknown,Close,0.0,White American or European American,California,"On February 19, 1976, a 18-year-old student at a Los Angeles computer school opened fire during a test at his fellow students with a shotgun, killing one student and wounding several others. When trying to escape, he was apprehended by a security guard who exchanged fire with the shooter, leaving him critically wounded. The security guard was injured during the exchange.",Students,Los Angeles Computer Learning Center,8
17,terrorism,1974-12-30,,,3,Male,,7,42.08185369,"Olean, New York",-78.43213922,No,Open+Close,0.0,White American or European American,New York,"On December 30, 1974, a 17-year-old honor student and member of the school's rifle team, entered Olean High School, looked himself in a room on the school's third floor, where he shot a custodian inside the building and nine people on the streets below. Following the shooting, police had found homemade propane bombs in Barbaro's bedroom, as well as bomb recipes and a journal that detailed his plans of the shooting.",random,Olean High School,10
14,anger,1974-01-17,,,1,Male,Clara Barton Elementary School,3,41.83928045,"Chicago, Illinois",-87.68818145,Yes,Close,0.0,Unknown,Illinois,"On January 17, 1974, a 14-year-old student entered Clara Barton Elementary School in Chicago, Illinois and killed the principal and wounded three others before he was seized by a teacher when both his guns jammed. Apparently, the student was angry at the fact that he had been expelled from the school and transferred to a social adjustment center earlier that week.",Teachers,Clara Barton Elementary School,4
23,psycho,1972-12-31,,,10,Male,,13,30.0687242,"New Orleans, Louisiana",-89.93147412,Yes,,4.0,Black American or African American,Louisiana,"On New Year's Eve in 1972, a 23-year-old ex-Navy dental technician went to the central lockup New Orleans Police Department and shot four policeman that day.  Seven days later on January 7, 1973, the shooter shot a grocer and entered the Downtown Howard Johnson Hotel where he shot seventeen people before killed him at the top of the hotel roof.",random,New Orleans Police Shootings,22
,terrorism,1971-11-11,,,2,Male,Church,4,47.67367375,"Spokane, Washington",-117.41598429999999,Yes,Close,0.0,White American or European American,Washington,"On November 11, 1971, a former MIT student entered St. Aloysius Roman Catholic Church on the Gonzaga University campus. The shooter killed the caretaker and wounded four more people before he was killed by police.",random,St. Aloysius Church,5
18,terrorism,1966-11-12,,,5,Male,Rose-Mar College of Beauty,1,33.42268696,"Mesa, Arizona",-111.8163202,Yes,Close,0.0,White American or European American,Arizona,"On November 12, 1966, an 18-year-old high school student entered the Rose-Mar College of Beauty in Mesa, Arizona, ordering his victims to lay on the ground in a circle. The gunman shot and killed four women and a child and injured another woman and an infant. He considered a few sites, like his school, where he thought of wiping out the teachers. Finally, he settled on the Rose-Mar College of Beauty, where he thought he'd get a nice large group of victims.",random,Rose-Mar College of Beauty,6
25,terrorism,1966-08-01,,,17,Male,University of Texas,32,30.19888730000001,"Austin, Texas",-97.84415949,Yes,Close,0.0,White American or European American,Texas,"On August 1, 1966, a 25-year-old engineering student at the University of Texas in Austin killed sixteen people and wounded thirty-two others in and around the Tower of the University of Texas. Prior to commencing the mass shootings at the University, the student and former U.S. Marine, had murdered both his wife and mother in Austin, Texas.",random,University of Texas at Austin,48
